pert_iname,sig_id,cell,pert_idose,pert_itime(h),Jaccard,instersection with queried up,instersection with queried down
chloroquine,CPC004_HA1E_24H:BRD-A91699651-316-06-7:10,HA1E,10 µM,24,0.04836415362731152,"10370,10625,1512,1669,214,23601,241,302,3106,3312,4332,5055,51170,51191,5142,5660,56729,5696,6192,6275,6279,6280,6283,6286,6351,64422,65108,6590,8334,8519,8564,8655,9086,928",
busulfan,REP.A006_MCF7_24H:M21,MCF7,1.11 um,24,0.048316251830161056,"100,10105,10161,133,2014,217,2207,2357,2752,2920,2921,3045,3312,3557,3702,3934,3983,4057,4067,4332,4354,50486,5265,597,6192,6280,6283,6402,64422,6653,728,826,9086",
sildenafil,REP.A024_MCF7_24H:O24,MCF7,0.04 um,24,0.048295454545454544,"1027,10379,10477,1102,23657,2643,2752,2790,2919,2920,2921,3002,302,3055,308,3620,3624,3726,4170,4599,5142,5209,5216,5329,54,5473,6279,6286,6772,7045,7130,7941,8564,960",
cefixime,CPC010_A549_24H:BRD-K04993501-002-01-7:10,A549,10 µM,24,0.048295454545454544,"10161,10410,10561,10602,10964,1116,133,1512,1669,226,27074,3337,3398,3434,3624,3759,3956,397,4057,4318,4599,4616,4780,5142,6280,6283,6347,6364,7037,7295,826,8519,8743,9636",
epinephrine,REP.A018_HELA_24H:E03,HELA,1.11 um,24,0.048265460030165915,"100,10437,1371,2014,2495,2517,2752,2923,3553,3557,4048,4299,4502,4791,4973,5055,51056,5266,5272,54205,6192,6402,65108,6622,682,8073,8140,847,8519,8991,960,9636",
dexamethasone,CPC006_SNUC5_6H:BRD-A69951442-001-01-3:10,SNUC5,10 µM,6,0.04822695035460993,"10161,10409,11151,1535,1545,1633,2123,23136,241,25932,2919,302,3159,3669,3759,3930,3956,4616,4942,5265,5552,6231,6277,6279,6280,6281,6286,6303,64116,6590,729230,7295,7431,7538",
artesunate,REP.A002_PC3_24H:M16,PC3,0.37 um,24,0.04822695035460993,"10105,10577,10875,10964,1116,116496,1654,1983,308,3312,3320,3936,3956,4005,4332,4478,51056,5552,5594,5734,597,6193,6648,6772,7037,7127,7529,821,8743,8942,9188,9516,9636,9935",
toremifene,PCLB003_HCC515_24H:BRD-K67174588-048-03-3:0.12,HCC515,0.12 µM,24,0.04822695035460993,"10161,1043,10628,10964,1116,2022,241,2634,3001,301,3106,3560,4057,4332,51056,51573,5552,5734,5880,5887,60,6279,6280,6351,64092,6521,6535,6772,682,728,7805,9086,928,969",
oxiconazole,REP.A015_HT29_24H:C03,HT29,1.11 um,24,0.04817518248175182,"10161,10379,1043,10561,10964,116496,217,2180,2353,25873,2920,3043,3106,3312,3428,3434,3665,3936,4299,4354,4478,4599,5055,60,6192,6218,6402,6611,694,7295,8519,8665,9086",
acetylcysteine,RAD001_PC3_6H:BRD-K59058747-001-09-2:1.1111,PC3,1 µM,6,0.048143053645116916,"1027,10409,10437,10561,10628,10875,11010,1182,1508,24138,2517,27074,3055,3434,3557,3934,3956,4616,4973,5055,5265,5266,5272,5660,5721,6279,6280,6281,6286,64116,6590,6622,7045,7305,929",
inositol,REP.A016_HA1E_24H:P06,HA1E,0.04 um,24,0.048034934497816595,"10410,1043,10561,10581,10964,1545,1604,1843,2495,25873,2919,3106,3434,3437,3624,3934,4170,4599,5209,54739,5552,57823,6303,6364,6622,6648,6772,8073,8519,8763,9045,9636,969",
caffeine,REP.A012_HA1E_24H:L11,HA1E,0.12 um,24,0.0480225988700565,"10140,10370,10625,1102,1462,1545,217,2219,23136,23657,2876,2919,3178,3434,3557,3620,3934,4332,4599,5055,5265,5272,53827,57142,6280,6402,7045,7086,7453,7533,8140,83442,8837,9636",
triprolidine,CPC005_HT29_6H:BRD-K56231354-003-01-5:10,HT29,10 µM,6,0.04796511627906977,"10135,1026,10561,10602,10625,10964,133,1536,1844,2219,23601,241,3002,4057,4332,5055,5209,5265,597,6280,6283,64092,6535,6590,6622,678,7057,7086,8991,929,9352,948,9595",
amitriptyline,REP.A007_HA1E_24H:L06,HA1E,0.04 um,24,0.04796511627906977,"10209,10318,10561,10964,116496,133,1604,1848,241,24138,2597,27074,3107,3434,3437,3553,3557,3669,4599,4938,4939,4940,51191,5266,6279,6280,6535,682,7324,7805,8519,9636,972",
bepotastine,REP.A025_PC3_24H:C03,PC3,1.11 um,24,0.047954866008462625,"1027,10477,10561,1230,133,1545,2180,2219,23406,2752,330,3434,3437,366,4005,4057,4067,4082,4599,4938,4939,51056,51191,5272,57162,6286,6402,64422,65108,6515,6774,728,7764,9935",
meticrane,BRAF001_A375_6H:BRD-K58265391-001-08-5:0.625,A375,500 nM,6,0.047954866008462625,"10318,10410,10581,1116,133,1512,1536,1669,2357,23601,2634,2876,2923,3106,3934,3983,4057,4318,4332,4780,60,6279,6280,6281,6283,64092,6590,6648,7040,728,7538,8743,9086,929",
ozagrel,REP.A016_HT29_24H:G06,HT29,0.04 um,24,0.047954866008462625,"10379,1043,10628,1545,2180,2207,241,25816,2643,2919,2920,2921,3045,3115,3557,366,4057,4318,4332,4478,50486,5055,51170,5265,5341,5552,5806,6281,64092,64116,719,7305,8564,928",
bupropion,REP.A011_HA1E_24H:F05,HA1E,0.12 um,24,0.047954866008462625,"1462,1536,1654,1983,2015,2207,2215,2919,2920,2921,3123,330,3320,3434,3624,3936,4332,4599,4600,4939,50486,5055,5265,5464,5806,60489,6279,6280,6281,7057,821,9056,9636,972",
moxifloxacin,REP.A018_YAPC_24H:N14,YAPC,3.33 um,24,0.047895500725689405,"10135,10140,1669,2215,23657,241,2495,2919,2935,3001,3002,3312,3560,3702,4057,4317,4318,51170,51573,5551,597,6286,65125,6535,6653,669,6774,7037,7048,8140,87,9086,960",
probucol,CPC018_HEPG2_6H:BRD-K72029282-001-15-4:10,HEPG2,10 µM,6,0.04788732394366197,"10094,10135,103910,1043,1116,1512,1545,1604,2180,23136,23657,27074,2919,301,3459,366,3727,3759,397,4057,4599,53827,6279,6402,6590,6622,678,7045,728,7462,7763,8991,9188,960",
lidocaine,REP.A016_PC3_24H:F16,PC3,0.37 um,24,0.04782608695652174,"10437,10628,10875,1236,1462,1535,1545,1848,2207,25816,2665,3002,3312,3685,3934,3956,4057,4332,4942,5328,5552,60489,6279,6280,6653,669,7040,7045,7456,7846,8519,960,9935",
itopride,CPC011_A549_24H:BRD-K96740444-003-07-6:10,A549,10 µM,24,0.04781997187060478,"10409,10561,11010,1604,1983,2123,2517,25932,2876,2919,301,3043,3045,3145,329,3312,334,3934,4005,4942,5266,5355,5660,57162,5806,6193,6277,6280,6283,7462,8334,8743,972,9935",
altrenogest,REP.A010_PC3_24H:L06,PC3,0.04 um,24,0.04781997187060478,"10105,10581,10625,10964,1236,1326,2207,2357,23601,2919,3043,3123,3624,3934,4082,4354,4791,4973,5142,5328,5552,597,60489,6192,6280,6351,6402,6653,669,7128,7130,728,8519,972",
norethindrone,REP.A005_MCF7_24H:G11,MCF7,0.12 um,24,0.04781997187060478,"10161,1027,10318,10410,1102,116496,1647,1848,2014,2180,2215,3002,301,3560,3759,3934,3956,4057,4067,4814,5328,53346,5552,57823,6192,6279,6280,6286,6364,6622,7431,7805,826,9086",
tirofiban,REP.A013_HELA_24H:C09,HELA,1.11 um,24,0.04775687409551375,"100,10161,10410,1043,10875,116496,1230,133,1371,2123,23136,2920,3001,3002,301,3043,3045,3312,3702,3934,3936,4940,5055,5265,57823,6280,6303,64092,694,728,8519,928,962",
inosine,REP.A001_PC3_24H:J24,PC3,0.04 um,24,0.04775687409551375,"10581,1116,1192,1327,214,2495,2597,2634,2752,2876,2923,301,3557,366,3983,4067,4318,4615,5055,5142,5341,6192,6193,6279,6280,6347,6351,6648,694,7086,8140,9086,929",
glimepiride,REP.A003_PC3_24H:K22,PC3,0.37 um,24,0.04775687409551375,"10105,10409,10875,10964,1230,1633,25873,301,3956,4067,50486,5055,5328,5341,5473,5552,55819,597,6193,6286,6303,6351,6500,65108,7045,7107,7305,7941,8519,9308,9516,9636,975",
metolazone,REP.A017_YAPC_24H:M17,YAPC,0.12 um,24,0.04775687409551375,"10124,10409,10410,10581,133,1462,1848,2038,2219,2634,28231,3045,3557,366,4082,4318,50486,5265,5329,54407,5473,5551,597,6513,6521,669,7130,728,7305,8519,8564,9086,9935",
prazosin,REP.A017_HT29_24H:D19,HT29,10.0 um,24,0.047619047619047616,"1043,10437,10625,10628,1102,1476,1604,1983,2920,2923,3043,3428,3434,3624,3638,366,4005,4502,4599,4600,4938,4942,5552,6192,6193,64116,64135,64422,8519,8638,9056,9086,9595,960",
miconazole,REP.A021_HT29_24H:E23,HT29,0.12 um,24,0.04755244755244755,"10625,10875,10964,1654,1848,1983,2353,2634,301,3043,308,3159,3434,3620,4082,4599,4600,51056,54407,54739,5734,6192,6193,6286,6515,6772,678,7037,7846,9056,9086,948,960,9636",
carisoprodol,REP.A026_PC3_24H:N22,PC3,0.37 um,24,0.04755043227665706,"10318,10437,10561,10581,10625,10964,1116,1545,1983,2038,2207,3002,3045,3320,3434,3624,4318,4599,4616,4860,50486,51056,51191,5209,5329,6286,6515,6521,6622,669,678,8519,8665",
quinidine,REP.A026_MCF7_24H:P04,MCF7,0.37 um,24,0.04755043227665706,"10370,10561,10964,214,27074,2787,292,2920,3159,3312,3434,3437,3620,3927,4005,4478,4600,4938,4939,4940,51056,51191,5329,54205,5552,6303,6515,6622,7128,7453,8638,948,9636",
estradiol,PCLB002_A549_24H:BRD-K18910433:0.37,A549,0.37 µM,24,0.04755043227665706,"10409,1512,1545,1669,217,2180,2215,2919,3002,301,3043,3115,3123,3159,3624,3934,3956,4082,4332,50486,5055,5328,53827,5552,6277,6279,6280,6281,6283,7045,7431,8942,9086",
temozolomide,REP.A009_PC3_24H:K04,PC3,0.37 um,24,0.0475482912332838,"10105,10135,10410,10581,1545,217,27074,2919,2920,3437,3624,3934,4616,4942,50486,51056,5142,54741,57823,6648,6774,694,7057,8519,8638,8682,87,8991,9086,9188,928,9595",
acetazolamide,REP.A013_MCF7_24H:M24,MCF7,0.04 um,24,0.0475482912332838,"10135,10581,1535,1545,2180,23657,241,2920,3123,3553,3557,3927,3937,4082,4791,5055,51573,5266,5743,6192,6277,6279,6280,6282,6402,6774,7130,7133,7529,8942,9188,972",
methylprednisolone,REP.A016_PC3_24H:H04,PC3,0.37 um,24,0.047493403693931395,"100,10098,116496,133,1536,1669,2215,23601,2921,301,3043,3045,3553,3557,3620,3934,4057,4318,4332,50486,51170,5266,5272,5696,6279,6280,6283,6286,64422,6521,6653,7045,7130,728,826,8334",
esomeprazole,CPC011_HA1E_6H:BRD-A56892734-001-07-8:10,HA1E,10 µM,6,0.04748982360922659,"10161,1043,10437,10602,10875,1116,133,1536,1669,2207,2495,27074,3043,3045,3055,3597,3620,4050,4318,4332,50486,51056,54,6279,729230,7305,7453,8140,847,8564,8991,928,929,948,9595",
progesterone,REP.A018_MCF7_24H:O22,MCF7,0.37 um,24,0.04748603351955307,"10261,1043,1116,2219,27074,3001,3106,3123,3459,3561,366,3759,4057,4318,4478,5055,53346,5551,5552,5696,5880,6279,6286,6303,7048,719,7295,7305,7431,7805,7941,8564,8743,972",
dehydroepiandrosterone,REP.A020_HA1E_24H:E12,HA1E,0.04 um,24,0.04748603351955307,"10098,101,10105,10135,10409,1102,116496,2215,2219,2872,2919,3001,3002,3043,3045,3312,3553,3930,3934,3956,4318,4332,4502,4778,50486,5055,5265,5473,6192,6279,6351,6622,928,969",
penciclovir,REP.A019_A375_24H:H22,A375,0.37 um,24,0.04748603351955307,"10365,10602,11010,11151,1326,1390,1545,2123,2219,25873,2920,301,302,3043,3428,4005,4057,4067,4600,4791,4814,5204,5209,5265,5552,5743,6193,6283,64116,6622,7127,8743,929,948",
rivaroxaban,REP.A020_HA1E_24H:P20,HA1E,3.33 um,24,0.04748201438848921,"101,1026,10318,10561,10581,10964,217,2180,2207,2752,2919,2920,301,3553,3557,3624,3665,397,4057,4616,50486,54205,54741,5806,6192,65108,6653,6772,7453,8519,8743,9636,972",
paclitaxel,CPC001_HA1E_6H:BRD-A23723433-001-01-2:10,HA1E,10 µM,6,0.04741379310344827,"10105,10318,10409,133,1633,1669,23645,3045,3569,3638,3669,4600,4609,4616,4792,5055,51170,51191,602,6279,6281,6283,6347,6513,6535,678,7037,8519,85236,8743,8870,951,9559",
trifluoperazine,CPC006_SKMEL28_6H:BRD-K89732114-001-05-9:10,SKMEL28,10 µM,6,0.047407407407407405,"10477,10983,1512,1536,1604,217,2180,2219,23406,23603,25932,301,3043,308,4154,4332,4354,5209,5272,5552,5721,5887,6283,6402,64422,65108,6590,6611,6653,9188,948,9935",
pheniramine,CPC002_HCC515_24H:BRD-A23072235-050-09-4:10,HCC515,10 µM,24,0.04736129905277402,"10409,10410,10602,10625,1116,1604,1633,1669,241,27074,2919,3043,3106,3428,3934,3983,4050,4057,4780,5552,5696,5734,6192,6279,6280,6283,6286,6535,6590,8334,85236,8991,9086,928,9595",
fludarabine,CPC012_PC3_6H:BRD-K72238567-001-12-4:10,PC3,10 µM,6,0.047345767575322814,"10140,1027,11151,133,1848,1983,25873,2919,330,3337,3669,3956,4000,4170,4609,4616,4792,4860,5328,5329,5552,5806,6277,6279,6280,6283,6286,6303,7127,7128,8870,8942,9592",
floxuridine,CPC020_MCF7_6H:BRD-A80638690-001-02-8:10,MCF7,10 µM,6,0.04727793696275072,"1027,10409,1043,2180,23406,2597,3001,3002,301,3312,3560,3726,3930,4057,4082,4299,4973,5266,5551,5887,6280,6281,6351,6648,669,6772,7040,7095,8743,9056,929,948,9516",
molsidomine,REP.A017_HA1E_24H:P02,HA1E,3.33 um,24,0.04721030042918455,"10318,10561,10628,10964,1462,24138,292,3043,308,3178,329,334,3434,3437,3665,3956,4082,4599,4600,4938,4939,4940,51191,5265,5359,6303,64135,6515,7045,7764,8638,8743,9636",
enoxacin,REP.A024_HELA_24H:L23,HELA,0.12 um,24,0.04721030042918455,"10161,10379,1043,10561,10964,1116,1545,214,24138,27074,3043,3045,3434,3459,366,3669,3956,4005,4332,4599,4600,4938,4939,4940,54739,5552,597,6279,6280,6364,64135,9086,9111",
perindopril,REP.A008_HT29_24H:J21,HT29,1.11 um,24,0.04721030042918455,"100,10964,1102,1512,1536,1545,1604,217,2207,2219,2919,2920,2921,301,3312,3428,3553,4791,4973,6192,6280,6402,6590,7045,7127,728,826,8564,8743,9056,9086,928,929",
daunorubicin,REP.A008_HT29_24H:A11,HT29,0.12 um,24,0.0471976401179941,"10410,10581,1669,2353,23657,241,25816,3312,3553,3638,366,3934,397,4057,4973,5055,5552,6230,6280,6283,6364,64092,6513,6515,6590,6774,7086,7124,8334,8519,85236,9188",
praziquantel,REP.A006_HELA_24H:I24,HELA,0.04 um,24,0.0471976401179941,"1026,1027,10577,2207,2215,2357,241,2495,3002,3021,330,3312,3320,3934,4057,4067,4082,4332,5265,5266,5473,5552,5696,5721,5806,5887,597,6282,6283,6402,65108,9595",
ipratropium,CPC020_VCAP_6H:BRD-A05352148-001-02-6:10,VCAP,10 µM,6,0.04716981132075472,"10140,10261,10409,1043,10628,10875,1116,1230,1512,1536,2123,2180,2357,2359,2495,3597,366,4332,5265,53346,5355,54,5547,6277,6283,6347,6611,7057,728,729230,7941,8682,9056,9246,928",
ivermectin,REP.A019_HELA_24H:J21,HELA,1.11 um,24,0.047156726768377254,"10410,10477,10581,11151,1545,2643,2919,2920,3001,3106,311,3123,3553,3561,3624,3685,4057,4082,4354,5055,5209,5265,5266,6279,6280,6303,6351,6364,6590,7057,719,8519,8564,972",
amoxapine,REP.A012_PC3_24H:I15,PC3,1.11 um,24,0.047142857142857146,"10365,10370,10550,10625,10628,1236,1535,1536,2597,2634,2752,2920,3115,3123,330,4057,4318,4791,5055,5265,5473,54739,57823,6279,6280,64092,6590,8743,8942,9056,9595,972,9935",
ulipristal,REP.A024_HT29_24H:G20,HT29,3.33 um,24,0.047128129602356406,"10370,10379,10409,10561,10577,10964,1669,1848,2920,3398,3434,3437,3665,3669,4599,4938,4939,4940,51191,54739,6283,6286,65108,6590,6653,6772,7057,7431,8334,8519,8638,9636",
betahistine,REP.A026_MCF7_24H:J19,MCF7,10.0 um,24,0.047075606276747506,"10409,10410,10437,10561,10581,10602,10964,1512,1535,1633,2014,2517,2919,2920,2921,301,302,3434,3956,4599,4600,6192,6277,6364,64116,64135,719,8519,8991,9086,929,9636,9935",
elvitegravir,REP.A007_PC3_24H:K18,PC3,0.04 um,24,0.047075606276747506,"1116,1545,217,2207,2219,2357,2359,2597,2752,3624,366,3759,3934,397,4048,4057,4082,4354,4973,50486,5265,6280,6281,6282,6286,64092,728,7846,8991,9056,929,9334,972",
mesna,CPC020_VCAP_6H:BRD-M40783228-001-11-9:10,VCAP,10 µM,6,0.04702627939142462,"10409,10602,1512,1536,2180,23136,2353,23601,23657,241,2634,301,3043,3638,3934,4005,4057,4332,4354,4780,5265,53346,5355,5551,5552,5734,6279,6286,64116,6648,729230,85236,8743,960",
theophylline,REP.A025_MCF7_24H:B17,MCF7,0.12 um,24,0.04700854700854701,"10365,10561,10964,1230,1462,1512,1545,1848,2495,27074,2920,2921,2923,3569,366,3956,4599,4600,4938,4939,4940,54,54205,54739,6192,6279,6280,6364,7130,7324,7764,929,9636",
belinostat,REP.A002_HA1E_24H:L23,HA1E,0.12 um,24,0.04700854700854701,"1026,10561,10964,11010,116496,1512,1633,217,2597,27074,29997,3043,3106,3434,3665,4599,4790,4938,4939,4940,4973,5265,6347,6364,6590,6772,7045,7127,7128,7305,826,8519,9636",
ifosfamide,REP.A018_MCF7_24H:P01,MCF7,10.0 um,24,0.04698972099853157,"10105,10370,10581,11010,116496,1236,1604,1844,241,25932,2919,2920,2921,301,3553,3561,3759,4057,4082,4318,4478,5142,5209,5552,5734,6351,64092,6515,7048,728,8519,9188",
azithromycin,REP.A024_MCF7_24H:B24,MCF7,0.04 um,24,0.04698972099853157,"1043,10628,11151,116496,1236,1349,2920,3045,3312,3398,3557,3620,4050,4057,4082,4318,5266,5272,5473,5660,5806,597,6277,6280,6351,6402,6590,6648,7127,8743,9308,948",
tolazamide,MUC.CP004_MCF7_6H:BRD-K32164935-001-04-3:3.3333,MCF7,3 µM,6,0.04694167852062589,"10409,10410,116496,133,2014,23406,23657,2634,2787,2872,2923,2995,302,3939,3956,4599,4814,5329,55819,5887,60,604,6192,6281,6303,65108,7324,7431,85236,8743,9246,948,9516",
pemetrexed,CPC006_A549_24H:BRD-K55395145-001-01-7:88.8,A549,90 µM,24,0.04694167852062589,"10140,1027,10409,10625,10875,116496,1390,1462,1848,2215,2219,23136,3001,3045,3638,3956,4082,5055,5265,54205,5473,5660,6281,6282,6283,6351,64092,6515,728,928,9595,969,9935",
riluzole,CPC011_A549_24H:BRD-K21283037-003-09-6:10,A549,10 µM,24,0.04694167852062589,"10105,10410,1102,116496,1371,1462,1499,1983,2219,23601,23645,2597,3045,3312,3934,397,4005,4318,4332,4942,5055,5265,60489,6280,6283,6653,7057,7150,8655,8743,8991,948,9935",
resveratrol,LJP008_NPC_24H:M06,NPC,0.04 um,24,0.04685212298682284,"10161,10875,116496,1230,1669,2014,214,2207,23406,24138,2876,3001,3043,3434,3557,3937,3956,5552,57823,6279,6351,64092,6513,6515,6535,7040,7305,8564,9308,9516,969,972",
nevirapine,REP.A002_PC3_24H:A12,PC3,0.04 um,24,0.04682779456193353,"10409,10561,10581,10625,10964,11010,1116,1843,2215,241,25873,2665,2876,2923,3329,3428,3434,397,5055,5552,5660,5880,6192,6279,6515,682,694,7086,7305,8682,9086",
zidovudine,REP.A009_HT29_24H:M21,HT29,1.11 um,24,0.04682779456193353,"10105,10875,10964,2643,2787,3043,3123,3312,3434,3437,4005,4599,4600,4616,4780,4939,4940,51170,51191,5265,54739,60,6193,6303,6590,7040,7805,8519,8638,8743,9636",
amisulpride,CPC005_HT29_6H:BRD-A60197193-001-05-4:10,HT29,10 µM,6,0.04676753782668501,"10098,10161,10370,10625,10628,116496,133,1536,1647,23601,27102,2920,2923,29909,3002,3043,3320,3398,3702,4318,5265,5734,5887,6282,64167,6521,678,7086,729230,8140,8942,929,9595,972",
dronedarone,REP.A011_HELA_24H:G03,HELA,1.11 um,24,0.046742209631728045,"10318,1043,10437,10628,1102,1462,2123,217,2180,2207,27074,3553,3557,366,3759,4616,4791,4973,50486,5209,5265,5552,57162,5887,6281,6351,64092,6590,7045,7124,728,7305,8519",
erlotinib,LJP002_MCF10A_6H:BRD-K70401845-001-04-1:10,MCF10A,10 µM,6,0.046742209631728045,"10105,10135,1848,1983,214,2353,2935,3043,3159,3669,3934,4057,4170,4609,4791,50486,5272,5329,5473,5594,5806,597,6192,6286,6364,65108,7037,7048,87,8870,8942,9188,9592",
bumetanide,REP.A014_HELA_24H:M09,HELA,1.11 um,24,0.046742209631728045,"10365,1043,10875,11010,1230,1236,1462,2123,217,23406,2357,2876,3557,3983,4050,4332,50486,5196,5272,5473,5660,597,6279,6280,6283,6402,7037,87,8942,9056,9188,929,969",
penfluridol,CPC015_ASC_24H:BRD-K15409150-001-01-7:10,ASC,10 µM,24,0.046742209631728045,"10135,10409,10964,11010,1116,1236,2014,2180,241,25816,29909,3043,330,3569,3620,3665,4600,4791,50486,51056,5329,5464,54739,5552,5734,57823,6192,6283,6364,7357,7431,8073,969",
zalcitabine,REP.A020_HT29_24H:E14,HT29,3.33 um,24,0.046703296703296704,"10659,1116,1843,23136,2643,27074,2920,330,3557,3620,3934,3983,4067,51170,54205,5473,60489,6283,6286,64167,6513,6590,6648,6653,7048,7127,7130,7357,7453,821,8763,9111,9188,948",
imatinib,LJP006_BT20_3H:N17,BT20,0.12 um,3,0.04664723032069971,"1027,10365,10410,10561,10875,10964,133,2014,2219,23136,2920,3045,3434,3437,3557,3934,4082,4599,4600,4938,5055,5806,6192,6279,6280,6515,7045,7127,9086,929,9636,9935",
fasudil,CPC018_SKB_24H:BRD-K76617868-003-03-6:10,SKB,10 µM,24,0.04663923182441701,"1026,10561,10875,10964,1230,1536,2123,2643,2921,3398,3434,3437,3669,4005,4057,4332,4599,4938,4939,4940,5142,5265,54205,5806,64116,65108,6611,6772,7037,728,8334,8519,960,9636",
tamsulosin,REP.A024_HT29_24H:D16,HT29,0.37 um,24,0.046610169491525424,"1027,10318,10365,1236,1462,1633,23603,2919,3043,3045,3115,3624,3702,3934,4354,5265,54,5696,6283,64116,669,7045,7057,7127,7130,728,8334,85236,8743,8942,9056,9595,9935",
levocetirizine,REP.A004_HA1E_24H:O19,HA1E,10.0 um,24,0.04657534246575343,"10410,10581,116496,1848,2180,2597,3434,3437,3620,3665,3669,3934,4067,4082,4318,4600,4938,4939,4940,50486,51191,5265,5359,5734,6281,6286,6351,6364,64135,8519,8638,9111,9516,9636",
etofenamate,REP.A024_YAPC_24H:B10,YAPC,0.37 um,24,0.046511627906976744,"100,10409,10410,10581,1535,214,217,2919,2920,3043,3045,3312,3557,3934,4057,5196,5266,5272,5329,5473,5552,6286,6364,645,6535,6648,669,7127,7128,7462,8334,928",
repaglinide,REP.A021_HA1E_24H:H08,HA1E,3.33 um,24,0.04647887323943662,"10105,10135,10379,10964,116496,1983,2919,2920,2921,3434,3569,4082,4599,4600,4792,5552,5806,6192,6286,6347,6364,64092,64116,6772,7045,7048,7057,7128,826,8875,8942,9086,9636",
lorcaserin,REP.A016_PC3_24H:K18,PC3,0.04 um,24,0.04647887323943662,"10437,10561,10964,1116,1512,1536,1848,1983,27074,3043,3115,330,3620,4005,4050,4318,51056,5209,5265,5272,54,6280,6535,728,7295,7846,8334,85236,8743,928,929,948,9935",
alectinib,LJP009_ASC.C_24H:I23,ASC.C,0.12 um,24,0.04644412191582003,"10098,1512,1604,1844,23406,23657,2919,301,3043,3045,3459,4318,4332,5142,5473,5552,5734,602,6279,6286,6351,6402,64092,64116,6515,6521,6535,669,948,9595,960,969",
cimetidine,CPC004_HCC515_6H:BRD-K34157611-001-07-9:10,HCC515,10 µM,6,0.04644412191582003,"10409,1043,10577,10581,1545,2014,214,2634,2923,329,334,3428,3624,3669,3983,51573,5272,5328,5696,6347,6402,64116,64167,65108,6653,7529,821,9111,9308,939,975,9935",
ambrisentan,REP.A013_HA1E_24H:I03,HA1E,1.11 um,24,0.04644412191582003,"10105,10135,10410,133,2920,2921,3043,3045,3434,3553,3927,4332,50486,5266,5552,5806,597,6192,6279,6280,6351,6515,6648,6774,8519,9086,9188,929,9352,9446,9595,960",
ambroxol,REP.A014_HELA_24H:B24,HELA,0.04 um,24,0.04638472032742155,"100,10477,10550,10561,10964,116496,2215,2219,24138,301,3043,3428,3557,366,3934,3983,4057,4082,50486,51191,5265,5272,5473,5696,597,6279,6280,6283,6402,6590,7130,8519,8743,9935",
brivudine,REP.A017_PC3_24H:H13,PC3,10.0 um,24,0.04638472032742155,"10135,10261,1116,116496,1236,1462,1536,1848,241,25873,301,3043,3123,330,366,3956,3983,4318,4478,50486,5272,54407,5552,6283,6402,64092,6648,7045,7305,8519,948,960,972,975",
phenytoin,REP.A015_HT29_24H:B23,HT29,0.12 um,24,0.04633781763826607,"10409,10628,1116,2022,241,25873,2919,2920,2921,3001,3043,3045,3312,3557,3560,3561,3702,3936,4057,4318,4332,5196,5204,5473,597,6283,6364,6653,7127,826,8942",
tolnaftate,REP.A013_HT29_24H:P14,HT29,3.33 um,24,0.04630969609261939,"10477,2022,217,2923,308,3431,3434,3437,3665,4082,4332,4599,4600,4938,4940,51191,5196,5359,5473,6192,6283,6286,65108,6622,7130,8519,8743,8942,9188,9246,9636,975",
rosuvastatin,CPC004_HA1E_6H:BRD-K82941592-238-02-9:10,HA1E,10 µM,6,0.04628330995792426,"10135,1647,1848,23764,25816,329,330,3569,3624,397,4609,4616,4792,50486,5055,5209,5266,5328,5329,602,6347,6364,6513,6590,7037,7095,7128,8564,87,8743,8870,9188,951",
rilpivirine,REP.A011_MCF7_24H:H22,MCF7,0.37 um,24,0.046218487394957986,"10379,10410,10561,10581,116496,2353,2634,2872,3312,3434,3437,3665,3956,4599,4940,51131,51191,5266,54407,5880,6275,6286,6303,65108,6590,6772,7045,7127,8519,8743,9111,9636,9935",
promethazine,CPC006_COV644_6H:BRD-A46335897-003-05-4:6.23,COV644,5 µM,6,0.046176046176046176,"10161,10261,10437,10561,10964,1102,1230,1536,2123,2634,3434,3437,3939,4318,4599,4600,50486,51056,51191,5660,57162,6653,7057,7133,7305,8638,9056,928,929,9636,972,9935",
acebutolol,REP.A001_PC3_24H:L08,PC3,3.33 um,24,0.046176046176046176,"2207,24138,2597,2752,301,302,3043,308,3123,330,3434,3557,3759,3934,4082,4599,4600,4939,5265,54739,5806,6193,6280,6281,6364,7057,7305,7357,8743,928,9935,9978",
linezolid,REP.A018_HA1E_24H:M22,HA1E,0.37 um,24,0.046176046176046176,"10161,10365,10625,10628,10964,1349,1512,1604,241,2872,2920,330,3434,4082,4170,4600,4791,4939,4940,51191,5265,5806,6275,6303,6653,678,7048,8519,8743,8991,9188,9636",
macitentan,REP.A020_HT29_24H:P04,HT29,0.37 um,24,0.046176046176046176,"10964,1349,1535,1848,2876,301,3043,3312,3437,3934,397,3983,4048,4057,4082,4478,4938,4940,54739,5552,5806,6231,6286,64167,6622,6653,6772,7086,7431,8519,9111,975",
sulfinpyrazone,CPC005_VCAP_6H:BRD-A36217750-001-09-8:10,VCAP,10 µM,6,0.04610951008645533,"10370,1604,1669,214,241,2643,27074,2752,3045,3312,3669,3934,4005,4318,4332,4616,5265,57162,597,6275,6279,6280,6283,64092,64116,6648,6653,682,694,85236,8743,8991",
